Freq.	V(out)
4.31691294601778e+00	(9.59763788869044e+00dB,2.46839285301050e+01°)
4.34693945010430e+00	(9.60653803321439e+00dB,2.45289292512055e+01°)
4.37717480504303e+00	(9.61533322397113e+00dB,2.43747185200314e+01°)
4.40762046350651e+00	(9.62402449380838e+00dB,2.42212955845914e+01°)
4.43827788827145e+00	(9.63261287047700e+00dB,2.40686596324150e+01°)
4.46914855228895e+00	(9.64109937601576e+00dB,2.39168097922158e+01°)
4.50023393875531e+00	(9.64948502716330e+00dB,2.37657451339922e+01°)
4.53153554118327e+00	(9.65777083504820e+00dB,2.36154646713695e+01°)
4.56305486347377e+00	(9.66595780520980e+00dB,2.34659673605614e+01°)
4.59479341998822e+00	(9.67404693687157e+00dB,2.33172521040168e+01°)
4.62675273562123e+00	(9.68203922412044e+00dB,2.31693177479520e+01°)
4.65893434587390e+00	(9.68993565454929e+00dB,2.30221630867728e+01°)
4.69133979692759e+00	(9.69773720999575e+00dB,2.28757868615747e+01°)
4.72397064571820e+00	(9.70544486647709e+00dB,2.27301877617131e+01°)
4.75682846001096e+00	(9.71305959343048e+00dB,2.25853644266602e+01°)
4.78991481847580e+00	(9.72058235444338e+00dB,2.24413154453716e+01°)
4.82323131076312e+00	(9.72801410696624e+00dB,2.22980393588308e+01°)
4.85677953758027e+00	(9.73535580171908e+00dB,2.21555346595643e+01°)
4.89056111076836e+00	(9.74260838355069e+00dB,2.20137997935663e+01°)
4.92457765337975e+00	(9.74977279075682e+00dB,2.18728331607444e+01°)
4.95883079975603e+00	(9.75684995528797e+00dB,2.17326331156052e+01°)
4.99332219560653e+00	(9.76384080243407e+00dB,2.15931979688691e+01°)
5.02805349808740e+00	(9.77074625123636e+00dB,2.14545259880945e+01°)
5.06302637588121e+00	(9.77756721417421e+00dB,2.13166153979145e+01°)
5.09824250927714e+00	(9.78430459690173e+00dB,2.11794643820370e+01°)
5.13370359025171e+00	(9.79095929883041e+00dB,2.10430710833009e+01°)
5.16941132255006e+00	(9.79753221255601e+00dB,2.09074336049676e+01°)
5.20536742176783e+00	(9.80402422388711e+00dB,2.07725500111362e+01°)
5.24157361543355e+00	(9.81043621216750e+00dB,2.06384183287457e+01°)
5.27803164309167e+00	(9.81676905008276e+00dB,2.05050365464540e+01°)
5.31474325638614e+00	(9.82302360338769e+00dB,2.03724026178527e+01°)
5.35171021914454e+00	(9.82920073118051e+00dB,2.02405144603565e+01°)
5.38893430746286e+00	(9.83530128585184e+00dB,2.01093699570801e+01°)
5.42641730979079e+00	(9.84132611305229e+00dB,1.99789669575047e+01°)
5.46416102701768e+00	(9.84727605149395e+00dB,1.98493032783367e+01°)
5.50216727255908e+00	(9.85315193313959e+00dB,1.97203767036327e+01°)
5.54043787244380e+00	(9.85895458331359e+00dB,1.95921849869181e+01°)
5.57897466540173e+00	(9.86468482045913e+00dB,1.94647258505854e+01°)
5.61777950295209e+00	(9.87034345610645e+00dB,1.93379969879090e+01°)
5.65685424949249e+00	(9.87593129512317e+00dB,1.92119960631036e+01°)
5.69620078238839e+00	(9.88144913540650e+00dB,1.90867207122661e+01°)
5.73582099206342e+00	(9.88689776811872e+00dB,1.89621685442020e+01°)
5.77571678209009e+00	(9.89227797774388e+00dB,1.88383371411976e+01°)
5.81589006928135e+00	(9.89759054169331e+00dB,1.87152240592993e+01°)
5.85634278378261e+00	(9.90283623097146e+00dB,1.85928268305219e+01°)
5.89707686916452e+00	(9.90801580922735e+00dB,1.84711429614242e+01°)
5.93809428251631e+00	(9.91313003406318e+00dB,1.83501699357413e+01°)
5.97939699453987e+00	(9.91817965557554e+00dB,1.82299052139455e+01°)
6.02098698964439e+00	(9.92316541767950e+00dB,1.81103462346524e+01°)
6.06286626604171e+00	(9.92808805713738e+00dB,1.79914904148296e+01°)
6.10503683584236e+00	(9.93294830437432e+00dB,1.78733351504793e+01°)
6.14750072515217e+00	(9.93774688268123e+00dB,1.77558778180497e+01°)
6.19025997416968e+00	(9.94248450902163e+00dB,1.76391157742289e+01°)
6.23331663728412e+00	(9.94716189346934e+00dB,1.75230463571457e+01°)
6.27667278317413e+00	(9.95177973951752e+00dB,1.74076668864965e+01°)
6.32033049490714e+00	(9.95633874414732e+00dB,1.72929746649967e+01°)
6.36429187003948e+00	(9.96083959721454e+00dB,1.71789669786503e+01°)
6.40855902071711e+00	(9.96528298289750e+00dB,1.70656410964970e+01°)
6.45313407377714e+00	(9.96966957791446e+00dB,1.69529942729805e+01°)
6.49801917085002e+00	(9.97400005294747e+00dB,1.68410237473583e+01°)
6.54321646846238e+00	(9.97827507194925e+00dB,1.67297267443969e+01°)
6.58872813814072e+00	(9.98249529264473e+00dB,1.66191004748531e+01°)
6.63455636651567e+00	(9.98666136587853e+00dB,1.65091421372901e+01°)
6.68070335542709e+00	(9.99077393649620e+00dB,1.63998489169160e+01°)
